id,language_code,description,label
fEot1McIwDs,en,Ratnagiri hapus mango,highly_relevant
JNQ0W3u2XVo,hi,निसर्ग चक्रीवादळाचा सर्वाधिक फटका कोकणात दापोली मंडणगड या,highly_relevant
#NAME?,en,So Brilliantly Captured Hats Off,highly_relevant
7qdpEMtnpl0,hi,lokshahimarathi Maharashtra कोकणकरांसाठी,not_relevant
GoCTnP2nxHQ,hi,रत्नागिरी अरबी समुद्रतुन् जाणारे चक्रिवादळ चा मार्ग व् प्रवास,not_relevant
M6E3rxYmBzE,en,,highly_relevant
skRCsJhYhFE,en,tauktae cyclone Update in konkan तोक्ते चक्रीवादळ आचरा अपडेट tauktae,highly_relevant
Y9Rbmx2MF0A,hi,तौत्के चक्रीवादळ केरळ गोवा रत्नागिरी सिंधुदुर्ग रायगड व मुंबई,highly_relevant
RMV7_hBSEuk,en,After Nisarg cyclone effect in Konkan निसर्ग चक्रीवादळा तडाखा हरीहरेश्वर,highly_relevant
E21S2krF-cs,en,Cyclones at kokan कोकणातील चक्रीवादळ Kokan,highly_relevant
BsNQ64_2o1c,hi,वरील बातमी सविस्तरपणे वाचण्यासाठी क्लिक करा 24taas com फेसबुकवर लाईक,highly_relevant
E621f_E4Df4,hi,माझा सिंधुदुर्ग ब्रेकिंग साद तुमची साथ आमची,not_relevant
ACpAYNxTdsY,en,,highly_relevant
fOE7KXMan9c,en,,highly_relevant
kHVu9aVPab8,hi,,not_relevant
PsoiH7VRiQI,en,,highly_relevant
niEeFxJN2z0,en,rain ोकणvista,highly_relevant
6bswU59plNs,en,Biparjoy Cyclone Effect Kokan 2023 Biparjoy Cyclone 2023 बिपर्जोय वादळ कोकण २०२३,highly_relevant
G8UoZ77hQ-0,en,Kokan_Tauktae_Cyclone_Update,highly_relevant
lY7maWtszMU,hi,तौत्के चक्री वादळ गोव्यावरून कोकण किनारपट्टीला सरकू लागले आहे,not_relevant
4BkzQbGRJZI,hi,LIVE TV playlist TV9 Marathi is a 24 7,not_relevant
5VvdLt7p58k,en,BiparjoyCyclone Credit Harshal Producer Aishwarya Editor,highly_relevant
1u_49srrFd8,hi,तोक्ते चक्रीवादळ आज कोकण किनारपट्टीवर सक्रिय होणार असून याचा,highly_relevant
QPun13GmOB0,en,biparjoycyclone ाझा,highly_relevant
MAg1FOOpnyc,en,,highly_relevant
_dGHDX5F8d4,en,LIVE TV playlist TV9 Marathi is a 24 7,highly_relevant
K8MySEnTWws,hi,मुंबई तौत्के चक्री वादळ मालवण किनारपट्टीवर धडकल्यानंतर या,not_relevant
Cyyq5OK8wWQ,en,Power Plus is an ayurvedic drink made up of quality noni fruit extracts that boosts your immune system Order now,not_relevant
iaKWTedVCfE,hi,कोकणात तौक्ते चक्रिवादळाचं संकट परतवून लावण्यासाठी सज्जता,highly_relevant
fMWEBC21RbQ,en,कायर वादळ २४ ऑक्टोबर २०१९,highly_relevant
toohnhZslKU,en,,not_relevant
4qRJUIHnbns,hi,,highly_relevant
ubxqUB3tqzQ,en,tauktae cyclone Update in konkan तोक्ते चक्रीवादळ आचरा अपडेट tauktae,highly_relevant
TdaPXwtZRdI,hi,LIVE TV playlist TV9 Marathi is a 24 7,highly_relevant
BEJdnBUs3ns,en,,highly_relevant
C0EjrVzgb5U,hi,महाराष्ट्रात ऑरेंज अलर्ट चक्रीवादळ गुजरातला धडकणार नवी दिल्ली,not_relevant
k_0QkRg7xs8,en,,not_relevant
5p_BADtJA5E,en,Subscribe to our YouTube channel here For latest breaking news,highly_relevant
OB1IiO2rLtY,en,Wait for end_Biporjoy cyclone,highly_relevant
yRQkIYgu5zc,en,Subscribe to our YouTube channel here For latest breaking news,highly_relevant
tKx2UMhK3kk,en,Power Plus is an ayurvedic drink made up of quality noni fruit extracts that boosts your immune system Order now,not_relevant
Ot8T8WPLSx0,hi,biparjoycyclone ाझा,highly_relevant
lTGDAAAKREY,en,Tauktae cyclone which reached in Konkan and Raigad on Sunday evening 16th may 2021 and lasted till Monday evening lead,highly_relevant
aPDUk1m3TSo,hi,,not_relevant
NxmVq8UkvC8,hi,Shorts Monsoon News Today राज्यात 3ते4 दिवस मुसळधार पावसाची शक्यता,not_relevant
vXKaYRLifFY,hi,ratnagiritimes ्नागिरीटाइम्स ाइम्सडिजिटल Malvan मालवण समुद्र,not_relevant
4Up_xwrZJQc,hi,कोकण किनारपट्टीवर आज समुद्रात उधाण पाहायला मिळत आहे सुमारे 3 ते 3 5,not_relevant
fW5bmxVRUXM,en,Severe Rainfall Alert for Konkan Goa and Gujarat state Heavy to Very Heavy Rainfall at a few places with Extremely Heavy Falls,highly_relevant
n7ZeD7_pLaI,hi,रत्नागिरी जिल्ह्यातील निसर्ग चक्रिवादळाचा वेग तुम्ही या video मध्ये,highly_relevant
1LSNG9wG_II,hi,,not_relevant
lNbxH38657k,en,Subscribe to our YouTube channel here For latest breaking news,highly_relevant
QlnVzUEfwqs,hi,HPNMarathiNews Rain in Maharshtra महाभयानक,highly_relevant
_6yJ94TZKB8,hi,दोन दिवसांपासून सुरू असलेल्या मुसळधार पावसामुळे कोल्हापुरात पूर,highly_relevant
usSq1MJH44k,hi,जालना जिल्ह्यातील घनसावंगी आणि अंबड तालुक्यांमध्ये रात्रभर,highly_relevant
vJr6zuTTek8,hi,अकोला बुलढाणा महामार्ग ठप्प मन नदीला पूर Akola News अकोला जिल्ह्यात,not_relevant
PCsH8WY16yk,hi,Indrayani River आळंदीत इंद्रायणीला पूर पुलावरील वाहतुक बंद Marathi News,not_relevant
NMhc05gYdxM,hi,abpmajha ाझा Belgaon Flood,highly_relevant
EroUcg7CwHU,hi,MarathaCommunityVictory,not_relevant
hj_SpUAAeZQ,hi,वाशिममध्ये मुसळधार पावसाचा कहर उतावळी नदीला पूर Washim Rain News वाशिम,highly_relevant
UQePi3Ll5nY,hi,लॉग इन करा यवतमाळ,highly_relevant
SN_zg6EeF94,hi,नाशिकमध्ये मुसळधार पाऊस गोदावरी नदीला पूर Nashik Heavy Rain News Heavy rainfall has,highly_relevant
CZwLrReGlR8,en,Marathi News Maharashtra News Maharashtra Politics Marathi Batmya Marathi News Headline Marathi News Mumbai,highly_relevant
9Juay1GQppw,hi,rainupdate,highly_relevant
x-xNqpJm0N0,en,MonsoonUpdate,highly_relevant
5BRFz-dt_Ys,hi,नांदेड जिल्ह्यात पावसाचा कहर अनेक ठिकाणी पूर परिस्थिती Nanded Flood,highly_relevant
LvlQy_U8rhI,hi,बीड जिल्ह्यात मुसळधार सरस्वती नदीला पूर Beed News बीड जिल्ह्यात,not_relevant
KjWjdEBQTtY,hi,सांगली शहर आणि परिसरात अजूनही पुराची स्थिती भीषण आहे हजारो घरं,not_relevant
EKkX7nBwEgk,hi,Godavaririver ाझा,not_relevant
RCG9NYOv0PA,hi,नांदेड जिल्ह्यात सकाळ पासून पाऊस सूरू आहे हिमायतनगर तालुक्यातील,highly_relevant
Os6dG05U1hA,en,MarathiNews लॉ़ग इन करा,highly_relevant
mopkn2FsAIU,hi,Heavy Rain Monsoon मुंबई कोकणात मुसळधार पाऊस खेडमध्ये जगबुडी नदीला पूर,highly_relevant
qhdM4L7UppI,hi,नांदेड जिल्ह्यात मुसळधार पाऊस सुरू आहे या पावसामुळे जिल्ह्यातील,highly_relevant
q8w0qM9RLJg,hi,abpमाझा,highly_relevant
J42MXaGl7hc,en,Rainupdate,highly_relevant
k9NOgjd-V1M,hi,Sangali Flood जिल्ह्यात महापूर पण डोळ्यात आसवांचा पूर Maharashtra Flood,highly_relevant
29ZvKhdKIXo,en,ABPMajha Maharashtra Rain Updates,highly_relevant
8vrS2DIEqyk,hi,भंडारा जिल्ह्यामध्ये गेल्या चार दिवसांपासून पावसाचं थैमान सुरू,highly_relevant
iIZRkiH0d_s,hi,कोल्हापुरात पुन्हा एकदा पावसाने थैमान घातलंय अतिवृष्टी पूर,highly_relevant
LriZVYnCa_0,en,MonsoonUpdate,highly_relevant
kLWeyZSx2gk,hi,Baramati Heavy Rain बारामतीत मुसळधार पाऊस निरा नदीला पूर Rain Update,highly_relevant
W7dnx6pHrQ0,hi,maharashtra rain update । गडचिरोलीच्या दुर्गम भागात मुसळधार नदी नाल्यांना,highly_relevant
flGTMRuj0LI,hi,वर्ध्यात यशोदा नदीला पूर अल्लीपूर अलमडोह मार्ग बंद Yashoda River Flood,highly_relevant
94ljQLxa0r4,hi,Punjab Flood पंजाबमध्ये 1300 पेक्षा अधिक गावांना पुराचा वेढा,highly_relevant
znjIDVlvXdU,hi,ElectionCommission,not_relevant
qwlzxOt_Hys,hi,lokshahinews,highly_relevant
ResMYZB1dgg,hi,नंदुरबारत तापी नदीवर पूर 33 गावांना सतर्कतेचा इशारा Tapi River सततच्या,not_relevant
Xode3riVIwI,hi,अकोल्यात ढगफुटी पारस गावात पाणीच पाणी Akola Rain News बातमी अकोल्यातून,highly_relevant
o2D37v4WlIk,hi,लॉग इन करा यवतमाळ बीड,highly_relevant
jeN5cLCvhW0,hi,Zee24Taas Washim heavy Rain News वाशिमच्या,highly_relevant
Dj4brPNQqDs,hi,विदर्भासह कोकण आणि कोल्हापूर जिल्ह्यात पावसाने भीषण परिस्थिती,highly_relevant
SdeQExfDPhI,hi,नांदेड जिल्ह्यात दोन दिवसांपासून सुरू असलेल्या मुसळधार,highly_relevant
c4FVH-7XnZQ,hi,HPNMarathiNews ुफान_पाऊस सीना नदीला पूर पाकणीचा,highly_relevant
AjYJvS5sEPo,en,Pandharpur Chandrabhaga River Flood News चंद्रभागेला पूर नदी काठची गावं पाण्यात,highly_relevant
15GQGgtySxQ,hi,सिंधुदुर्ग जिल्ह्यामध्ये काल रात्रभर झालेल्या मुसळधार पावसामुळे,highly_relevant
WYx9GVQmMVE,hi,abpमाझा,highly_relevant
d2-stJTwqsE,hi,MarathiNews लॉ़ग इन करा,highly_relevant
LRjEk3AZB68,hi,लॉ़ग इन करा हवामान,highly_relevant
dpbcMZZvE_M,en,MaharashtraWeather Maharashtra Weather Updates,highly_relevant
7PcV1m4Q-Ck,hi,Flood सरकारने पुनर्वसनासाठी निधी उपलब्ध करून,highly_relevant
V2a8M40H4To,hi,abpmajha ाझा,not_relevant
bke3hJt9aS8,hi,पैनगंगा नदीला आला मोठा पूर सहस्रकुंड धबधब्याने घेतले रौद्ररूप,not_relevant
WyDc6Ko_NJw,hi,धाराशिव जिल्ह्यात जोरदार पाऊस झाला आहे यामुळे टेरणा नदीला पूर आला,highly_relevant
BUutwvJU2SY,hi,नंदुरबारमध्ये मुसळधार पाऊस पातळगंगा नदीला पूर Nandurbar Rain Update,highly_relevant
7KAGDK_k93Q,hi,महाराष्ट्रात सलग दोन दिवस मुसळधार पाऊस सुरू असून अनेक नद्यांनी,not_relevant
KdeV5no3-l0,hi,वर्धा जिल्ह्यात आज सकाळपासून सुरू असलेल्या मुसळधार पावसामुळे,highly_relevant
IWrMKmoCQ34,hi,गंगापूर धरणातून विसर्ग सुरुच गोदावरी नदीला पूर Gangapur Dam At Godavari River,not_relevant
bWf5f7Iq778,hi,जळगावच्या पाचोऱ्यातील हिवरा नदीला पूर Jalgaon News Jalgaon flood news Pachora heavy,highly_relevant
bckCT4qYPB4,hi,SangliFlood सांगलीमध्ये आतापर्यंत चार महापूर येऊन,highly_relevant
PVWNmFT8TXE,hi,पूर्णा नदीला पूर प्रशासनाकडून खबरदारीच्या सूचना Buldhana Poorna River Flood,highly_relevant
yHqxhMDGZLw,hi,Nanded River Flood नांदेडमध्ये पुराच्या पाण्यात तरुणाची स्टंटबाजी tv9,highly_relevant
#NAME?,hi,प्रमुख नद्यांना सलग ४ दिवस पूर पिके गेली वाहून Washim Rivers Flood News,highly_relevant
IOUqx6uKxRc,hi,MumbaiRains,highly_relevant
AuQau7IjyEI,hi,GulabCyclone उत्तर महाराष्ट्रात मुसळधार पाऊस नद्यांना पूर,highly_relevant
